fantasypros_id,position,season,ecr_snapshot_date,player,ecr
27917,TE,2025,2025-07-25,Luke Deal,88.5
27293,RB,2025,2025-07-25,Marcus Yarns,112.83
23058,RB,2025,2025-07-25,Chris Tyree,113.33
27704,RB,2025,2025-07-25,Kye Robichaux,123.0
25413,WR,2025,2025-07-25,Kaden Prather,148.5
20135,WR,2025,2025-07-25,Brennan Eagles,153.0
27075,WR,2025,2025-07-25,Kobe Hudson,171.0
